vid_name;labeled_train_SVO_ts
s05e01_seg02_clip_04;[30, 17, 14, 41, 28, 33]
s05e01_seg02_clip_05;[24, 19, 19, 19, 19, 30, 29, 37, 19, 11, 28]
s05e01_seg02_clip_06;[41, 29, 41]
s05e01_seg02_clip_07;[14, 38, 14]
s05e01_seg02_clip_08;[17]
s05e01_seg02_clip_09;[2, 11, 14, 14, 6]
s05e01_seg02_clip_10;[28, 5, 14, 2]
s05e01_seg02_clip_11;[]
s05e01_seg02_clip_12;[31, 41]
s05e01_seg02_clip_13;[14, 14]
s05e01_seg02_clip_14;[]
s05e01_seg02_clip_15;[]
s05e01_seg02_clip_16;[14, 41, 41, 6, 14, 2, 2]
s05e01_seg02_clip_17;[28, 28]
s05e02_seg01_clip_00;[17, 14, 41]
s05e02_seg01_clip_01;[9, 2, 2]
s05e02_seg01_clip_02;[5, 41, 8, 17]
s05e02_seg02_clip_00;[11]
s05e02_seg02_clip_01;[17]
s05e02_seg02_clip_02;[41, 21, 4]
s05e02_seg02_clip_03;[17, 14, 19, 14, 14]
s05e02_seg02_clip_04;[30, 30, 30, 4, 41]
s05e02_seg02_clip_05;[37, 33, 29]
s05e02_seg02_clip_06;[40, 6]
s05e02_seg02_clip_07;[]
s05e02_seg02_clip_08;[]
s05e02_seg02_clip_09;[]
s05e02_seg02_clip_10;[]
s05e02_seg02_clip_11;[41]
s05e02_seg02_clip_12;[24, 2, 28, 2, 28, 38, 24]
s05e02_seg02_clip_13;[14, 14]
s05e02_seg02_clip_14;[19, 11, 19, 11, 11, 19, 11, 11]
s05e03_seg01_clip_00;[6, 11, 11, 24, 19, 24]
s05e03_seg01_clip_01;[6, 41, 2, 11, 6, 6]
s05e03_seg02_clip_00;[28, 28, 14]
s05e03_seg02_clip_01;[28]
s05e03_seg02_clip_02;[27]
s05e03_seg02_clip_03;[19, 41, 19, 14]
s05e03_seg02_clip_04;[28, 6, 7, 30, 33, 6, 6]
s05e03_seg02_clip_05;[30, 19, 30]
s05e03_seg02_clip_06;[14]
s05e03_seg02_clip_07;[]
s05e03_seg02_clip_08;[30, 26]
s05e03_seg02_clip_09;[28, 11, 6, 19, 19, 0, 0, 0, 0, 6]
s05e03_seg02_clip_10;[6, 2]
s05e03_seg02_clip_11;[17, 21, 14, 14]
s05e03_seg02_clip_12;[]
s05e03_seg02_clip_13;[30, 31, 26, 26, 30]
s05e03_seg02_clip_14;[]
s05e03_seg02_clip_15;[2, 17, 35, 2]
s05e04_seg01_clip_00;[41, 28, 41, 14, 41]
s05e04_seg01_clip_01;[]
s05e04_seg02_clip_00;[]
s05e04_seg02_clip_01;[8, 8, 28]
s05e04_seg02_clip_02;[]
s05e04_seg02_clip_03;[8, 2, 8, 6]
s05e04_seg02_clip_04;[]
s05e04_seg02_clip_05;[2, 31, 28]
s05e04_seg02_clip_06;[41, 2, 19, 31]
s05e04_seg02_clip_07;[26, 28, 24, 24, 24, 24]
s05e04_seg02_clip_08;[24, 24, 38, 6]
s05e04_seg02_clip_09;[41]
s05e04_seg02_clip_10;[24, 29, 21, 21]
s05e04_seg02_clip_11;[6]
s05e04_seg02_clip_12;[28, 30, 30, 17, 33, 30, 19]
s05e04_seg02_clip_13;[21, 30, 30, 15]
s05e04_seg02_clip_14;[29, 33]
s05e04_seg02_clip_15;[]
s05e04_seg02_clip_16;[8, 24, 21, 21, 21, 6]
s05e05_seg01_clip_00;[]
s05e05_seg01_clip_01;[2, 38]
s05e05_seg01_clip_02;[40, 31]
s05e05_seg01_clip_03;[41, 16]
s05e05_seg02_clip_00;[28, 28, 6]
s05e05_seg02_clip_01;[9, 28, 31, 1, 17, 31]
s05e05_seg02_clip_02;[11, 28, 17]
s05e05_seg02_clip_03;[28]
s05e05_seg02_clip_04;[38, 28, 2, 27]
s05e05_seg02_clip_05;[28, 39, 28, 6, 39, 31]
s05e05_seg02_clip_06;[8, 37]
s05e05_seg02_clip_07;[]
s05e05_seg02_clip_08;[29, 9, 24, 41]
s05e05_seg02_clip_09;[24, 24, 24, 6, 35, 28, 17, 6]
s05e05_seg02_clip_10;[]
s05e05_seg02_clip_11;[6, 28, 17, 41, 41, 2, 2]
s05e05_seg02_clip_12;[28]
s05e05_seg02_clip_13;[14, 14, 14, 26, 26, 14, 26, 26, 26]
s05e05_seg02_clip_14;[41, 41]
s05e05_seg02_clip_15;[2, 28]
s05e06_seg01_clip_00;[28, 31, 38, 11]
s05e06_seg01_clip_01;[19, 28, 19, 2]
s05e06_seg02_clip_00;[41, 2]
s05e06_seg02_clip_01;[]
s05e06_seg02_clip_02;[28, 24, 28, 21, 17, 17, 19, 19, 14, 24]
s05e06_seg02_clip_03;[41, 14, 6, 14]
s05e06_seg02_clip_04;[17, 14]
s05e06_seg02_clip_05;[41, 24, 23, 30, 2, 24]
s05e06_seg02_clip_06;[]
s05e06_seg02_clip_07;[2, 2, 2]
s05e06_seg02_clip_08;[]
s05e06_seg02_clip_09;[21, 6, 11, 11]
s05e06_seg02_clip_10;[6, 11]
s05e06_seg02_clip_11;[19, 14, 14, 14, 14, 0, 6]
s05e06_seg02_clip_12;[41]
s05e06_seg02_clip_13;[14, 14, 14, 14]
s05e06_seg02_clip_14;[]
s05e06_seg02_clip_15;[11, 14]
s05e06_seg02_clip_16;[41, 21]
s05e06_seg02_clip_17;[15, 30, 21, 33]
s05e07_seg01_clip_00;[33, 33, 2]
s05e07_seg01_clip_01;[]
s05e07_seg01_clip_02;[9]
s05e07_seg02_clip_00;[9, 11, 21, 11]
s05e07_seg02_clip_01;[38]
s05e07_seg02_clip_02;[17, 17, 19, 41, 6, 30]
s05e07_seg02_clip_03;[31, 30, 30, 30, 17, 19]
s05e07_seg02_clip_04;[6, 14, 41, 30]
s05e07_seg02_clip_05;[2, 7, 2]
s05e07_seg02_clip_06;[40, 28, 17, 17, 28, 33, 21, 30]
s05e07_seg02_clip_07;[41, 28, 6, 35]
s05e07_seg02_clip_08;[]
s05e07_seg02_clip_09;[]
s05e07_seg02_clip_10;[19, 14, 14, 14]
s05e07_seg02_clip_11;[9, 21]
s05e07_seg02_clip_12;[38, 38, 9, 31, 6]
s05e07_seg02_clip_13;[29, 30, 14, 26, 14]
s05e07_seg02_clip_14;[17]
s05e07_seg02_clip_15;[6, 33]
s05e08_seg01_clip_00;[35, 35, 35, 35, 6, 6, 6]
s05e08_seg01_clip_01;[41, 11, 14]
s05e08_seg02_clip_00;[6, 6, 6]
s05e08_seg02_clip_01;[]
s05e08_seg02_clip_02;[]
s05e08_seg02_clip_03;[2, 21, 21, 9, 31]
s05e08_seg02_clip_04;[]
s05e08_seg02_clip_05;[19]
s05e08_seg02_clip_06;[17, 8, 8, 2]
s05e08_seg02_clip_07;[41, 17, 31, 31]
s05e08_seg02_clip_08;[17, 31, 9, 30, 31, 2, 31]
s05e08_seg02_clip_09;[41, 6, 28, 15, 28, 28, 31]
s05e08_seg02_clip_10;[28, 28, 41]
s05e08_seg02_clip_11;[17, 11, 4]
s05e08_seg02_clip_12;[14, 28, 11, 41]
s05e08_seg02_clip_13;[29, 17, 17, 2, 11]
s05e08_seg02_clip_14;[2, 11, 14, 17, 17]
s05e08_seg02_clip_15;[28, 28, 31]
s05e08_seg02_clip_16;[]
s05e09_seg01_clip_00;[11, 3, 3, 33, 17, 28, 41]
s05e09_seg01_clip_01;[30, 30, 8, 33, 17, 17, 30, 17, 17]
s05e09_seg02_clip_00;[19, 9, 6, 41]
s05e09_seg02_clip_01;[28, 8, 9, 28, 40, 31]
s05e09_seg02_clip_02;[9, 9, 9, 9, 9, 6, 21, 11, 6, 17, 17]
s05e09_seg02_clip_03;[]
s05e09_seg02_clip_04;[28, 11, 28, 14, 28]
s05e09_seg02_clip_05;[]
s05e09_seg02_clip_06;[11, 24, 24, 24, 11, 24]
s05e09_seg02_clip_07;[41, 38]
s05e09_seg02_clip_08;[17, 17, 30, 30, 19, 30, 41]
s05e09_seg02_clip_09;[40, 28]
s05e09_seg02_clip_10;[41, 30]
s05e09_seg02_clip_11;[41, 17, 41, 41]
s05e09_seg02_clip_12;[]
s05e09_seg02_clip_13;[28, 11]
s05e09_seg02_clip_14;[38, 6, 6]
s05e09_seg02_clip_15;[30, 30]
s05e09_seg02_clip_16;[2, 6]
s05e09_seg02_clip_17;[30, 17, 21]
s05e10_seg01_clip_00;[11, 31, 31, 11]
s05e10_seg01_clip_01;[31, 11]
s05e10_seg01_clip_02;[28, 28, 11, 41, 11, 6, 41]
s05e10_seg02_clip_00;[]
s05e10_seg02_clip_01;[41, 41, 28]
s05e10_seg02_clip_02;[35, 9, 9, 35, 35]
s05e10_seg02_clip_03;[14, 29, 28, 41, 24, 6]
s05e10_seg02_clip_04;[17, 17, 17, 14, 14, 30]
s05e10_seg02_clip_05;[9, 41, 2, 9, 28, 14, 14, 6]
s05e10_seg02_clip_06;[]
s05e10_seg02_clip_07;[30, 41, 30]
s05e10_seg02_clip_08;[]
s05e10_seg02_clip_09;[9, 30, 4, 40]
s05e10_seg02_clip_10;[2, 37, 2]
s05e10_seg02_clip_11;[17, 31]
s05e10_seg02_clip_12;[]
s05e10_seg02_clip_13;[30, 28, 28, 30, 33, 30, 37, 30]
s05e10_seg02_clip_14;[]
s05e10_seg02_clip_15;[]
s05e11_seg01_clip_00;[41, 41, 41]
s05e11_seg01_clip_01;[41, 28, 6, 28, 41, 14, 41, 28]
s05e11_seg02_clip_00;[41, 19, 19, 19, 17, 19]
s05e11_seg02_clip_01;[17, 41]
s05e11_seg02_clip_02;[6, 41]
s05e11_seg02_clip_03;[31, 6, 31, 6, 41]
s05e11_seg02_clip_04;[17, 41, 28, 28, 40, 2, 11]
s05e11_seg02_clip_05;[]
s05e11_seg02_clip_06;[11]
s05e11_seg02_clip_07;[31, 2, 31, 41]
s05e11_seg02_clip_08;[41, 31, 14, 14, 41, 2, 21, 21, 14]
s05e11_seg02_clip_09;[6, 6, 31]
s05e11_seg02_clip_10;[41, 9, 2, 30, 41, 41, 30, 30]
s05e11_seg02_clip_11;[41, 41, 41, 14, 14, 2, 41]
s05e11_seg02_clip_12;[11, 41, 6, 6, 11, 30]
s05e11_seg02_clip_13;[12, 41, 29, 9, 40]
s05e11_seg02_clip_14;[40]
s05e11_seg02_clip_15;[6, 31]
s05e12_seg01_clip_00;[41, 31, 40, 11]
s05e12_seg01_clip_01;[40, 40]
s05e12_seg02_clip_00;[17, 21, 17, 2, 2, 2]
s05e12_seg02_clip_01;[41, 38, 40, 21]
s05e12_seg02_clip_02;[2, 28, 41, 6, 6, 6]
s05e12_seg02_clip_03;[]
s05e12_seg02_clip_04;[0, 30, 11]
s05e12_seg02_clip_05;[]
s05e12_seg02_clip_06;[41, 31, 11]
s05e12_seg02_clip_07;[]
s05e12_seg02_clip_08;[41, 29, 17, 35]
s05e12_seg02_clip_09;[27, 9]
s05e12_seg02_clip_10;[27, 17]
s05e12_seg02_clip_11;[6]
s05e12_seg02_clip_12;[40, 14]
s05e12_seg02_clip_13;[9, 7, 6, 6, 2]
s05e12_seg02_clip_14;[40, 30, 17, 6, 30]
s05e12_seg02_clip_15;[28, 19, 11, 31, 40, 29]
s05e12_seg02_clip_16;[41, 40, 40, 6, 33, 40, 37]
s05e13_seg01_clip_00;[19, 28, 11, 41, 28, 31]
s05e13_seg01_clip_01;[28, 28, 4]
s05e13_seg02_clip_00;[41, 28, 28, 14, 14]
s05e13_seg02_clip_01;[9, 9, 20, 21, 14, 21, 14, 14, 14]
s05e13_seg02_clip_02;[6]
s05e13_seg02_clip_03;[29, 41]
s05e13_seg02_clip_04;[2, 2]
s05e13_seg02_clip_05;[31]
s05e13_seg02_clip_06;[28, 2, 6, 6]
s05e13_seg02_clip_07;[2, 9, 9, 13]
s05e13_seg02_clip_08;[26, 26, 33, 26, 30, 26]
s05e13_seg02_clip_09;[37, 37]
s05e13_seg02_clip_10;[28, 17, 6]
s05e13_seg02_clip_11;[17, 17, 41, 41, 6]
s05e13_seg02_clip_12;[28, 40, 40]
s05e13_seg02_clip_13;[31, 31, 11, 31, 6, 38]
s05e13_seg02_clip_14;[17, 41, 35]
s05e13_seg02_clip_15;[21, 41, 41, 2, 11, 35, 14]
s05e13_seg02_clip_16;[41, 2, 9, 26, 26, 30, 30, 19]
s05e13_seg02_clip_17;[28, 30, 29, 41, 19]
s05e14_seg01_clip_00;[]
s05e14_seg01_clip_01;[]
s05e14_seg01_clip_02;[2, 41, 28, 41]
s05e14_seg02_clip_00;[]
s05e14_seg02_clip_01;[26, 17]
s05e14_seg02_clip_02;[16, 28, 28, 28, 6]
s05e14_seg02_clip_03;[28, 6, 6, 14, 41]
s05e14_seg02_clip_04;[2, 21, 19, 19, 19]
s05e14_seg02_clip_05;[31, 30, 14, 14]
s05e14_seg02_clip_06;[33, 41, 14, 33, 14]
s05e14_seg02_clip_07;[11, 14, 11, 28, 14]
s05e14_seg02_clip_08;[28]
s05e14_seg02_clip_09;[23]
s05e14_seg02_clip_10;[28, 41, 4, 30, 19, 4, 41, 14, 14, 14]
s05e14_seg02_clip_11;[]
s05e14_seg02_clip_12;[6, 6, 6, 6, 28, 28, 35]
s05e14_seg02_clip_13;[41]
s05e14_seg02_clip_14;[26, 2]
s05e14_seg02_clip_15;[41, 26]
s05e14_seg02_clip_16;[17, 41]
s05e15_seg01_clip_00;[9, 9, 9, 17, 17, 30, 9, 9]
s05e15_seg01_clip_01;[17, 2, 2, 5, 38, 2, 5, 9, 19, 13]
s05e15_seg02_clip_00;[24, 24, 24]
s05e15_seg02_clip_01;[28, 28, 2]
s05e15_seg02_clip_02;[40, 17, 41]
s05e15_seg02_clip_03;[41, 17, 2, 17, 33]
s05e15_seg02_clip_04;[6, 6, 17]
s05e15_seg02_clip_05;[2, 14, 14, 19, 35, 14]
s05e15_seg02_clip_06;[41, 41, 19, 21, 17, 11, 11, 41]
s05e15_seg02_clip_07;[41]
s05e15_seg02_clip_08;[41, 41, 6, 30, 17, 14, 6, 30]
s05e15_seg02_clip_09;[33, 17, 41, 24, 14, 24, 14, 29, 21, 33, 14, 6, 2]
s05e15_seg02_clip_10;[17, 28, 20, 17, 41, 30, 30]
s05e15_seg02_clip_11;[9, 9, 14, 14, 21, 21, 9, 11, 17, 11]
s05e15_seg02_clip_12;[28, 2, 26, 26, 30, 17]
s05e15_seg02_clip_13;[21]
s05e15_seg02_clip_14;[28, 9, 6]
s05e15_seg02_clip_15;[15, 14]
s05e15_seg02_clip_16;[]
s05e15_seg02_clip_17;[41, 41, 7]
s05e16_seg01_clip_00;[28, 11, 6, 19, 41, 19]
s05e16_seg01_clip_01;[]
s05e16_seg02_clip_00;[]
s05e16_seg02_clip_01;[9, 9]
s05e16_seg02_clip_02;[14, 17]
s05e16_seg02_clip_03;[2, 2, 14, 2, 14]
s05e16_seg02_clip_04;[41, 21, 21, 21, 41]
s05e16_seg02_clip_05;[41, 42, 42, 28]
s05e16_seg02_clip_06;[]
s05e16_seg02_clip_07;[31, 2]
s05e16_seg02_clip_08;[31, 24, 24, 41, 41, 23, 23]
s05e16_seg02_clip_09;[]
s05e16_seg02_clip_10;[6, 2, 11, 6, 31, 2]
s05e16_seg02_clip_11;[17]
s05e16_seg02_clip_12;[2, 31, 2]
s05e16_seg02_clip_13;[28, 28]
s05e16_seg02_clip_14;[19, 19, 31, 6]
s05e16_seg02_clip_15;[41, 7, 30, 41]
s05e16_seg02_clip_16;[27]
s05e16_seg02_clip_17;[9]
s05e17_seg01_clip_00;[8, 29, 17, 8, 17, 17, 17, 17]
s05e17_seg02_clip_00;[6, 31, 30]
s05e17_seg02_clip_01;[31]
s05e17_seg02_clip_02;[]
s05e17_seg02_clip_03;[38, 38, 31, 38]
s05e17_seg02_clip_04;[]
s05e17_seg02_clip_05;[14]
s05e17_seg02_clip_06;[]
s05e17_seg02_clip_07;[]
s05e17_seg02_clip_08;[17, 8, 8, 8]
s05e17_seg02_clip_09;[17, 31]
s05e17_seg02_clip_10;[11, 19, 41, 41]
s05e17_seg02_clip_11;[20, 11, 21, 6, 7, 21, 9, 11, 2]
s05e17_seg02_clip_12;[21, 17, 21, 41, 17, 11]
s05e17_seg02_clip_13;[]
s05e17_seg02_clip_14;[28, 30, 11]
s05e17_seg02_clip_15;[]
s05e17_seg02_clip_16;[30, 30, 30, 2]
s05e17_seg02_clip_17;[]
s05e18_seg01_clip_00;[41, 30, 17, 17, 17]
s05e18_seg01_clip_01;[28, 14, 14, 14, 41, 14]
s05e18_seg02_clip_00;[17, 17, 17, 0, 31, 14, 17]
s05e18_seg02_clip_01;[41, 8, 0, 6, 41]
s05e18_seg02_clip_02;[14]
s05e18_seg02_clip_03;[14, 14]
s05e18_seg02_clip_04;[28, 41]
s05e18_seg02_clip_05;[41, 41]
s05e18_seg02_clip_06;[]
s05e18_seg02_clip_07;[5, 28, 8, 28, 2, 17, 8]
s05e18_seg02_clip_08;[2, 17, 6]
s05e18_seg02_clip_09;[]
s05e18_seg02_clip_10;[20]
s05e18_seg02_clip_11;[9, 17]
s05e18_seg02_clip_12;[11, 19]
s05e18_seg02_clip_13;[28]
s05e18_seg02_clip_14;[30, 31, 31, 30]
s05e18_seg02_clip_15;[17, 28]
s05e18_seg02_clip_16;[19, 21, 21, 33]
s05e18_seg02_clip_17;[41, 14]
s05e19_seg01_clip_00;[29, 29, 30, 6, 11, 30, 17, 17, 17]
s05e19_seg01_clip_01;[12, 17]
s05e19_seg02_clip_00;[]
s05e19_seg02_clip_01;[40]
s05e19_seg02_clip_02;[2, 2, 28]
s05e19_seg02_clip_03;[4, 29, 16, 2, 26, 26, 2]
s05e19_seg02_clip_04;[41, 28, 6]
s05e19_seg02_clip_05;[]
s05e19_seg02_clip_06;[21, 33, 6]
s05e19_seg02_clip_07;[]
s05e19_seg02_clip_08;[]
s05e19_seg02_clip_09;[38, 38, 14]
s05e19_seg02_clip_10;[]
s05e19_seg02_clip_11;[]
s05e19_seg02_clip_12;[14, 14]
s05e19_seg02_clip_13;[41, 9, 9, 9, 20, 29, 24]
s05e19_seg02_clip_14;[]
s05e19_seg02_clip_15;[28, 41]
s05e19_seg02_clip_16;[24]
s05e20_seg01_clip_00;[24, 6, 24, 14]
s05e20_seg01_clip_01;[]
s05e20_seg02_clip_00;[2]
s05e20_seg02_clip_01;[41, 33, 28, 30, 33]
s05e20_seg02_clip_02;[41, 2, 31, 31, 6, 31, 17]
s05e20_seg02_clip_03;[31, 6, 8]
s05e20_seg02_clip_04;[38, 24, 24, 6]
s05e20_seg02_clip_05;[]
s05e20_seg02_clip_06;[30, 30]
s05e20_seg02_clip_07;[30, 18, 40]
s05e20_seg02_clip_08;[30, 40, 6]
s05e20_seg02_clip_09;[24]
s05e20_seg02_clip_10;[]
s05e20_seg02_clip_11;[8, 6]
s05e20_seg02_clip_12;[28, 17, 17, 17]
s05e20_seg02_clip_13;[21, 21]
s05e20_seg02_clip_14;[]
s05e20_seg02_clip_15;[30, 11]
s05e20_seg02_clip_16;[29, 30, 30, 41]
s05e20_seg02_clip_17;[]
s05e20_seg02_clip_18;[31, 31, 31, 6, 41, 1, 1, 14]
s05e21_seg01_clip_00;[38]
s05e21_seg01_clip_01;[40, 6, 7, 31, 6]
s05e21_seg02_clip_00;[29, 20, 28]
s05e21_seg02_clip_01;[29, 21, 24, 38, 21, 2, 7]
s05e21_seg02_clip_02;[2]
s05e21_seg02_clip_03;[2, 6]
s05e21_seg02_clip_04;[17, 17]
s05e21_seg02_clip_05;[21, 31, 21]
s05e21_seg02_clip_06;[]
s05e21_seg02_clip_07;[31, 31, 17, 9, 41]
s05e21_seg02_clip_08;[]
s05e21_seg02_clip_09;[33, 28, 2]
s05e21_seg02_clip_10;[41]
s05e21_seg02_clip_11;[17]
s05e21_seg02_clip_12;[8, 41, 2]
s05e21_seg02_clip_13;[28, 28]
s05e21_seg02_clip_14;[30]
s05e21_seg02_clip_15;[41]
s05e22_seg01_clip_00;[38, 11, 11, 6, 41]
s05e22_seg01_clip_01;[28]
s05e22_seg01_clip_02;[]
s05e22_seg02_clip_00;[]
s05e22_seg02_clip_01;[41, 24, 28, 11, 6, 41, 7]
s05e22_seg02_clip_02;[41]
s05e22_seg02_clip_03;[2, 28, 2, 5, 41]
s05e22_seg02_clip_04;[]
s05e22_seg02_clip_05;[]
s05e22_seg02_clip_06;[31, 19, 6]
s05e22_seg02_clip_07;[]
s05e22_seg02_clip_08;[24, 6, 31]
s05e22_seg02_clip_09;[16, 16, 41]
s05e22_seg02_clip_10;[11, 11, 31]
s05e22_seg02_clip_11;[30, 6]
s05e22_seg02_clip_12;[14, 14, 14, 17, 14, 14, 14, 14, 28, 6, 14, 14, 14, 6, 14]
s05e22_seg02_clip_13;[41, 2, 31, 14, 14, 21]
s05e22_seg02_clip_14;[41, 24, 30, 17]
s05e22_seg02_clip_15;[]
s05e22_seg02_clip_16;[7]
s05e23_seg01_clip_00;[]
s05e23_seg02_clip_00;[9]
s05e23_seg02_clip_01;[]
s05e23_seg02_clip_02;[9, 9, 40, 31]
s05e23_seg02_clip_03;[]
s05e23_seg02_clip_04;[17, 26, 26, 26, 26, 30, 41]
s05e23_seg02_clip_05;[2]
s05e23_seg02_clip_06;[25, 30, 6, 2, 30]
s05e23_seg02_clip_07;[17, 17, 28, 9, 35, 6, 35]
s05e23_seg02_clip_08;[9, 6, 41, 2, 2]
s05e23_seg02_clip_09;[17, 40, 40, 14, 40]
s05e23_seg02_clip_10;[41]
s05e23_seg02_clip_11;[28, 28]
s05e23_seg02_clip_12;[16]
s05e23_seg02_clip_13;[]
s05e23_seg02_clip_14;[17, 14, 14]
s05e23_seg02_clip_15;[14, 21]
s05e23_seg02_clip_16;[]
s05e23_seg02_clip_17;[14]
s05e23_seg02_clip_18;[21, 9, 26, 28, 21, 26, 2, 17]
s05e24_seg01_clip_00;[]
s05e24_seg01_clip_01;[41, 28, 14]
s05e24_seg01_clip_02;[6, 11, 6, 6]
s05e24_seg02_clip_00;[33, 20, 14]
s05e24_seg02_clip_01;[28, 17, 31, 31, 26, 26, 14]
s05e24_seg02_clip_02;[33, 38, 26, 26, 26, 14, 14, 26, 26]
s05e24_seg02_clip_03;[9, 9]
s05e24_seg02_clip_04;[9, 6]
s05e24_seg02_clip_05;[17, 14, 14, 29, 14]
s05e24_seg02_clip_06;[19, 19, 19]
s05e24_seg02_clip_07;[28, 41, 9, 20, 41, 7, 6]
s05e24_seg02_clip_08;[9]
s05e24_seg02_clip_09;[17, 31, 24, 11]
s05e24_seg02_clip_10;[29, 31, 31, 17, 31]
s05e24_seg02_clip_11;[]
s05e24_seg02_clip_12;[41, 19, 38]
s05e24_seg02_clip_13;[]
s05e24_seg02_clip_14;[9, 31]
s05e24_seg02_clip_15;[]
s05e24_seg02_clip_16;[]
s06e01_seg01_clip_00;[3, 26, 26, 9, 26, 26]
s06e01_seg01_clip_01;[]
s06e01_seg02_clip_00;[41, 6, 29, 17, 33]
s06e01_seg02_clip_01;[14]
s06e01_seg02_clip_02;[2, 41, 23, 23]
s06e01_seg02_clip_03;[29]
s06e01_seg02_clip_04;[]
s06e01_seg02_clip_05;[41, 11, 17, 29, 29]
s06e01_seg02_clip_06;[41, 41, 40]
s06e01_seg02_clip_07;[31, 14, 14]
s06e01_seg02_clip_08;[19, 4, 30, 2]
s06e01_seg02_clip_09;[]
s06e01_seg02_clip_10;[24, 6, 14, 6, 38]
s06e01_seg02_clip_11;[2, 29, 2, 2, 2]
s06e01_seg02_clip_12;[14, 9, 14, 2, 17]
s06e01_seg02_clip_13;[]
s06e01_seg02_clip_14;[41, 19]
s06e01_seg02_clip_15;[41, 31, 41]
s06e01_seg02_clip_16;[21, 41, 41, 41, 2, 1]
s06e01_seg02_clip_17;[29]
s06e02_seg01_clip_00;[17, 30, 6, 14, 40, 28]
s06e02_seg01_clip_01;[29]
s06e02_seg02_clip_00;[]
s06e02_seg02_clip_01;[28]
s06e02_seg02_clip_02;[38]
s06e02_seg02_clip_03;[6, 41, 2]
s06e02_seg02_clip_04;[]
s06e02_seg02_clip_05;[]
s06e02_seg02_clip_06;[]
s06e02_seg02_clip_07;[17, 14]
s06e02_seg02_clip_08;[9, 4, 29, 4, 4, 28]
s06e02_seg02_clip_09;[9, 28, 2]
s06e02_seg02_clip_10;[9]
s06e02_seg02_clip_11;[2]
s06e02_seg02_clip_12;[11, 21, 29, 11, 13, 11]
s06e02_seg02_clip_13;[]
s06e02_seg02_clip_14;[41, 38, 31]
s06e02_seg02_clip_15;[41, 41, 29, 0, 0]
s06e02_seg02_clip_16;[14, 14, 24, 24, 11, 2, 2, 11]
s06e02_seg02_clip_17;[2, 6]
s06e03_seg01_clip_00;[9, 28, 30, 30, 6]
s06e03_seg01_clip_01;[31, 30, 31, 19, 30, 28, 41, 31, 40]
s06e03_seg01_clip_02;[28, 24, 6, 28, 24, 6, 2]
s06e03_seg01_clip_03;[28, 24, 41, 6, 41, 31, 8, 19, 31]
s06e03_seg02_clip_00;[41, 28]
s06e03_seg02_clip_01;[]
s06e03_seg02_clip_02;[29, 29, 28]
s06e03_seg02_clip_03;[14, 14]
s06e03_seg02_clip_04;[]
s06e03_seg02_clip_05;[]
s06e03_seg02_clip_06;[9, 9, 28]
s06e03_seg02_clip_07;[41]
s06e03_seg02_clip_08;[]
s06e03_seg02_clip_09;[28, 8, 2]
s06e03_seg02_clip_10;[2]
s06e03_seg02_clip_11;[27, 27, 19, 14, 14]
s06e03_seg02_clip_12;[]
s06e03_seg02_clip_13;[]
s06e04_seg01_clip_00;[]
s06e04_seg02_clip_00;[]
s06e04_seg02_clip_01;[]
s06e04_seg02_clip_02;[]
s06e04_seg02_clip_03;[]
s06e04_seg02_clip_04;[]
s06e04_seg02_clip_05;[]
s06e04_seg02_clip_06;[]
s06e04_seg02_clip_07;[]
s06e04_seg02_clip_08;[]
s06e04_seg02_clip_09;[]
s06e04_seg02_clip_10;[]
s06e04_seg02_clip_11;[]
s06e04_seg02_clip_12;[]
s06e04_seg02_clip_13;[]
s06e04_seg02_clip_14;[]
s06e04_seg02_clip_15;[]
s06e04_seg02_clip_16;[]
s06e04_seg02_clip_17;[]
s06e05_seg01_clip_00;[]
s06e05_seg02_clip_00;[]
s06e05_seg02_clip_01;[]
s06e05_seg02_clip_02;[]
s06e05_seg02_clip_03;[]
s06e05_seg02_clip_04;[]
s06e05_seg02_clip_05;[]
s06e05_seg02_clip_06;[]
s06e05_seg02_clip_07;[]
s06e05_seg02_clip_08;[]
s06e05_seg02_clip_09;[]
s06e05_seg02_clip_10;[]
s06e05_seg02_clip_11;[]
s06e05_seg02_clip_12;[]
s06e05_seg02_clip_13;[]
s06e05_seg02_clip_14;[]
s06e05_seg02_clip_15;[]
s06e05_seg02_clip_16;[]
s06e05_seg02_clip_17;[]
s06e06_seg01_clip_00;[]
s06e06_seg01_clip_01;[]
s06e06_seg02_clip_00;[]
s06e06_seg02_clip_01;[]
s06e06_seg02_clip_02;[]
s06e06_seg02_clip_03;[]
s06e06_seg02_clip_04;[]
s06e06_seg02_clip_05;[]
s06e06_seg02_clip_06;[]
s06e06_seg02_clip_07;[]
s06e06_seg02_clip_08;[]
s06e06_seg02_clip_09;[]
s06e06_seg02_clip_10;[]
s06e06_seg02_clip_11;[]
s06e06_seg02_clip_12;[]
s06e06_seg02_clip_13;[]
s06e06_seg02_clip_14;[]
s06e06_seg02_clip_15;[21, 31, 6, 17]
s06e06_seg02_clip_16;[0, 0, 0, 11]
s06e07_seg01_clip_00;[41, 28]
s06e07_seg01_clip_01;[9]
s06e07_seg01_clip_02;[14]
s06e07_seg01_clip_03;[29, 31]
s06e07_seg02_clip_00;[14, 6, 30, 33, 14]
s06e07_seg02_clip_01;[11, 17, 6, 17]
